CASE_NUMBER,CSAT_SCORE,CALLS,CHATS,EMAILS,AGENT_COMPANY,AGENT_TEAM,REASON_CODE,REASON,PART_ORDERS,SERVICE_ORDERS,ATTEMPTS_TO_RESOLVE,CHANNEL,PRODUCT_COMPANY,MODEL
23318461,5,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,12,4,1,Phone,-5433978023225876675,-7458224457533427235
23294147,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,5,4,1,Phone,-8694058840750967938,-8646669100845613882
23318021,5,1,0,3,I,11e9f553-0a31-4796-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,0,,Phone,-8694058840750967938,-3869698855707523170
23349898,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23230262,5,6,0,1,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,2104854085032381832,2267727583871591927,3,1,1,Phone,-8694058840750967938,6162209723323951024
23348809,5,2,0,1,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2788935051357887738,2267727583871591927,7,5,1,Phone,-5433978023225876675,-7458224457533427235
23335781,5,1,1,2,E,11eb1876-9210-7a7f-80fc-005056a1411d,-110139703306373720,-1937821200793216602,2,2,1,Phone,228655033422864514,-5150586832574572846
23527094,1,12,1,2,T,d3614f22-bc83-4417-bd8b-0451613f66a0,-296288513246932499,6125325339545325565,5,0,1,Phone,-8694058840750967938,-3925643196536316723
23337316,5,1,1,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23315783,5,1,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,1,1,1,Phone,-5433978023225876675,-7458224457533427235
23308171,5,1,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,,Phone,-8694058840750967938,-1783156275442151617
23363976,3,2,1,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-8880772731085756355,3204850718479119868,1,0,3+,Phone,-8694058840750967938,-5651236339744557112
23291697,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23331668,5,3,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23289905,5,23,2,9,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,5,4,1,Phone,-8694058840750967938,6260370108219779077
23309834,4,3,1,3,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23285032,5,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,1,Chat,-8694058840750967938,-3925643196536316723
23283046,2,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-3083834624114117638,-4872222448778945163,0,0,,Phone,-8694058840750967938,5081650341766631102
23347617,1,1,0,1,I,11e9f553-0a31-4790-80f3-005056a14056,-8880772731085756355,3204850718479119868,0,0,3+,Phone,-8694058840750967938,-8815731896198113125
23309595,3,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,,Phone,228655033422864514,-7196398508039338548
23329208,5,0,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,3+,Phone,-5433978023225876675,-7458224457533427235
23310268,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,0,1,Phone,228655033422864514,7668034574028930617
23342026,5,1,1,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23307526,5,,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23304333,2,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,3574646475961669192,6990482230739798774,0,0,1,Phone,-8694058840750967938,-178617490057801109
23292474,5,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23337052,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23229204,2,,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-3083834624114117638,-4872222448778945163,1,0,,Phone,-8694058840750967938,8167599962492474566
23276338,1,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,6139426421345633493,-4872222448778945163,2,0,3+,Phone,-8694058840750967938,8167599962492474566
23347855,5,22,1,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,10,0,3+,Phone,228655033422864514,-2808529577307948058
23352536,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,1,Phone,-8694058840750967938,-2678241366612701302
23308946,4,2,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,1,0,,Phone,-5433978023225876675,-7458224457533427235
23308216,2,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,441542440223867698
23345810,5,1,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-8880772731085756355,3204850718479119868,0,0,1,Phone,228655033422864514,7786277463430045952
23272522,1,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,0,2,Phone,228655033422864514,8230105929324336045
23377416,1,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,237301659337355100,6125325339545325565,2,1,3+,Phone,228655033422864514,8230105929324336045
23304142,1,3,0,2,I,11e9f553-0a31-4796-80f3-005056a14056,-3376263856159163434,6990482230739798774,5,2,1,Phone,-8694058840750967938,3765804892906684182
23333002,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23489273,1,3,1,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23298273,5,1,1,2,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,6325663058523113939
23401257,1,3,0,0,I,11e9f553-0a31-4797-80f3-005056a14056,4844790688836884364,6990482230739798774,7,8,2,Phone,-3245924413532258006,-5772752548377445691
23298943,5,3,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23261236,4,1,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,8691344396572043776,2678545846011465621,0,0,1,Phone,-8694058840750967938,-7216389518300947699
23247583,2,1,1,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,1,0,1,Phone,-5433978023225876675,-7458224457533427235
23222828,1,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23230707,5,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-2705609046730966057,6990482230739798774,0,0,1,Phone,228655033422864514,120514322040466859
23310023,2,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,8628113316380751924,6125325339545325565,0,0,3+,Phone,228655033422864514,8230105929324336045
23224217,5,,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,5419152538127164439,-4872222448778945163,0,0,1,Chat,228655033422864514,-5261387848128943245
23222694,4,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,2,Phone,-8694058840750967938,3995519468685891077
23217599,1,5,0,0,I,11e9f553-0a31-4793-80f3-005056a14056,-3083834624114117638,-4872222448778945163,1,2,,Phone,228655033422864514,-7589525078841351911
23475010,4,3,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,6989169297197977926,2267727583871591927,0,0,3+,Phone,-8694058840750967938,-6871063632354988673
23259570,5,,1,2,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,6,1,2,Phone,-5433978023225876675,-7458224457533427235
23222367,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23222894,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,3995519468685891077
23221725,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,7927986977912966940,-4872222448778945163,0,0,1,Phone,228655033422864514,-7589525078841351911
23292688,5,16,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-8880772731085756355,3204850718479119868,11,4,1,Phone,-8694058840750967938,-6871063632354988673
23222561,1,2,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-8880772731085756355,3204850718479119868,0,0,3+,Phone,-8694058840750967938,-7145756786640349196
23222741,5,,1,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-4329231488995347429,6125325339545325565,0,0,1,Chat,228655033422864514,5369493003571260096
23259153,5,2,1,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,4,4,1,Phone,-5433978023225876675,-7458224457533427235
23251685,5,5,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23252921,1,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,441542440223867698
23238886,4,1,0,1,E,11eb1876-9210-7a7f-80fc-005056a1411d,1405156459160752503,2678545846011465621,0,0,3+,Phone,-8694058840750967938,6260370108219779077
23221833,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-3376263856159163434,6990482230739798774,0,0,3+,Phone,228655033422864514,-8297571469013118875
23324637,5,,0,1,I,11e9f553-0a31-4793-80f3-005056a14056,-2705609046730966057,6990482230739798774,1,1,2,Phone,-8694058840750967938,-8815731896198113125
23242388,5,5,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,2,2,1,Phone,-5433978023225876675,441542440223867698
23238606,1,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23336162,5,6,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,8691344396572043776,2678545846011465621,2,2,2,Phone,-8694058840750967938,-7145756786640349196
23252525,5,10,2,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23222022,2,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Chat,-5433978023225876675,-7458224457533427235
23221490,3,1,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-3814091560437267992,6990482230739798774,0,0,,Phone,228655033422864514,8373391520711946950
23237009,3,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,0,0,1,Phone,228655033422864514,-456010531452048537
23258250,5,,6,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23422306,5,7,1,3,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-8694058840750967938,-178617490057801109
23195179,2,2,1,0,I,,6792778783560384928,-1937821200793216602,21,15,,Phone,-8694058840750967938,-6634345783174289125
23436019,5,0,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,1,0,1,Phone,-5433978023225876675,-7458224457533427235
23281772,3,8,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,4,1,1,Phone,-8694058840750967938,-3565352150499534803
23166526,4,4,2,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,2,2,Chat,-8694058840750967938,-1232325017302285140
23160603,4,6,0,2,E,11eb1876-9210-7a7f-80fc-005056a1411d,-9151552066848781093,-4872222448778945163,0,0,2,Phone,228655033422864514,7025019424730613632
23198009,3,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,6989169297197977926,2267727583871591927,0,0,,Phone,-3245924413532258006,7316521455179738025
23270792,1,4,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,4,1,2,Phone,228655033422864514,-5150586832574572846
23378265,2,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-3376263856159163434,6990482230739798774,0,0,,Phone,-8694058840750967938,-8815731896198113125
23195245,5,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,0,1,Phone,-3245924413532258006,-5858361291855667532
23304323,5,3,0,2,I,11e9f553-0a31-4796-80f3-005056a14056,4844790688836884364,6990482230739798774,0,0,1,Phone,-8694058840750967938,-8646669100845613882
23497326,4,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,1,2,Phone,-8694058840750967938,-7216389518300947699
23462686,2,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,3+,Phone,-8694058840750967938,-7216389518300947699
23211367,1,38,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-4131266100954257875,-1937821200793216602,6,2,3+,Phone,-8694058840750967938,-3489791216906463757
23246558,5,43,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,5419152538127164439,-4872222448778945163,6,2,3+,Phone,-8694058840750967938,-3489791216906463757
23301430,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,1,Phone,-8694058840750967938,808042158974982613
23165565,4,16,5,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,5,2,2,Phone,-5433978023225876675,-7458224457533427235
23378158,5,,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-110139703306373720,-1937821200793216602,0,0,,Phone,228655033422864514,-4044690594881308025
23195009,1,,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23349695,5,1,2,3,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,1,Phone,-5433978023225876675,-2449800449075972438
23309478,2,1,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-3376263856159163434,6990482230739798774,0,0,1,Phone,-8694058840750967938,3995519468685891077
23262518,5,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,0,1,Phone,-8694058840750967938,-1385184135612544017
23435691,5,2,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23355524,5,1,1,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-8694058840750967938,-8821544313665378092
23292488,5,1,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,4,1,1,Phone,-8694058840750967938,-3477838572041029680
23151862,1,28,1,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,0,3+,Phone,-8694058840750967938,-6871063632354988673
23356462,5,3,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-4626846794376725697,3204850718479119868,2,2,,Phone,228655033422864514,-1548252073482953926
23307689,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,0,0,1,Phone,228655033422864514,-1548252073482953926
23510768,1,4,4,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,2,0,,Chat,-8694058840750967938,1644766643231549562
23466819,1,1,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,,Phone,-8694058840750967938,5433279073858814178
23442570,1,2,0,1,I,11e9f553-0a31-47a7-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,0,2,Phone,-8694058840750967938,-6871063632354988673
23153001,4,4,26,13,E,11eb1876-9210-7a7f-80fc-005056a1411d,-3376263856159163434,6990482230739798774,5,5,1,Phone,-8694058840750967938,6162209723323951024
23166915,5,1,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,,Phone,-8694058840750967938,7544143924936610661
23461377,1,,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,3+,Chat,-8694058840750967938,-1232325017302285140
23239508,5,3,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,1,,Phone,-8694058840750967938,-9108823408196446823
23270027,1,1,0,1,E,11eb1876-9210-7a7f-80fc-005056a1411d,-5014066169661604732,6990482230739798774,0,0,1,Phone,-8694058840750967938,7124457813724924264
23227657,5,7,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,9,8,1,Phone,-5433978023225876675,-7458224457533427235
23510335,5,0,1,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23451939,1,2,0,3,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,4912507690956445946
23170696,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,0,1,Phone,-8694058840750967938,-3477838572041029680
23434063,5,13,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,8,2,2,Phone,-5433978023225876675,-7458224457533427235
23380275,5,12,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,8,2,1,Phone,-5433978023225876675,-7458224457533427235
23161607,1,14,1,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-4131266100954257875,-1937821200793216602,12,5,3+,Phone,228655033422864514,-2838463950227249459
23160671,5,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Chat,-8694058840750967938,-7317235625287680233
23199025,5,8,4,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,3+,Phone,-5433978023225876675,-7458224457533427235
23316325,5,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,1,Phone,228655033422864514,-5150586832574572846
23475411,5,19,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,13,8,,Phone,-5433978023225876675,4912507690956445946
23508184,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-3083834624114117638,-4872222448778945163,2,1,2,Phone,228655033422864514,-2256793974403696095
23160329,5,2,0,2,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23277508,1,6,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,3+,Phone,-8694058840750967938,-1232325017302285140
23337517,5,,0,1,I,,-3376263856159163434,6990482230739798774,0,0,1,Chat,-8694058840750967938,-8821544313665378092
23170588,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23167823,1,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,2556911545598255378
23274661,1,4,0,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,1,0,,Phone,-8694058840750967938,-4626667049541671827
23309371,5,4,0,2,E,11eb1876-9210-7a7f-80fc-005056a1411d,6989169297197977926,2267727583871591927,1,0,1,Phone,-8694058840750967938,-4626667049541671827
23214776,1,2,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-3924956868709691102,2678545846011465621,0,0,1,Phone,228655033422864514,8269410340958912066
23197449,2,4,0,2,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,4,2,3+,Phone,-8694058840750967938,-2634280100550710388
23448500,5,,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,1136855637039742019,2267727583871591927,2,0,2,Phone,-8694058840750967938,-6871063632354988673
23160583,5,2,1,2,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23227424,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,1,Phone,-8694058840750967938,2556911545598255378
23302013,5,4,18,8,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,4,2,,Phone,-8694058840750967938,3323877173159918006
23295249,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,1,1,Phone,-8694058840750967938,-8542372434883547610
23492911,5,1,5,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,2,2,,Phone,-8694058840750967938,-7295988894279564348
23302636,3,4,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-2705609046730966057,6990482230739798774,1,0,,Phone,-8694058840750967938,-8646669100845613882
