CASE_NUMBER,CSAT_SCORE,CALLS,CHATS,EMAILS,AGENT_COMPANY,AGENT_TEAM,REASON_CODE,REASON,PART_ORDERS,SERVICE_ORDERS,ATTEMPTS_TO_RESOLVE,CHANNEL,PRODUCT_COMPANY,MODEL
23210388,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,441542440223867698
23188664,5,,1,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23173272,5,4,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,7927986977912966940,-4872222448778945163,2,1,1,Phone,-8694058840750967938,-6511700387894251408
23261437,1,12,0,0,I,11ec69b0-6d21-eb48-8111-005056a1411d,-8880772731085756355,3204850718479119868,2,2,3+,Phone,-8694058840750967938,-6511700387894251408
23210476,1,8,0,0,I,11e9f553-0a31-4793-80f3-005056a14056,7927986977912966940,-4872222448778945163,2,1,3+,Phone,-8694058840750967938,-6511700387894251408
23237316,1,10,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-9151552066848781093,-4872222448778945163,2,2,3+,Phone,-8694058840750967938,-6511700387894251408
23136609,,0,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,,Chat,-8694058840750967938,-8542372434883547610
23470300,5,2,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,2,0,1,Phone,-5433978023225876675,-7458224457533427235
23486917,1,3,10,2,I,11e9f553-0a31-4797-80f3-005056a14056,-2931625064068562198,-4872222448778945163,5,2,3+,Phone,-8694058840750967938,-1385184135612544017
23525541,1,,0,0,I,,-9103054871489236493,6990482230739798774,0,0,2,Chat,-8694058840750967938,3143591003976621299
23302099,5,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23221469,1,3,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23212056,1,3,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23211403,1,,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-2705609046730966057,6990482230739798774,0,0,1,Phone,-8694058840750967938,1644766643231549562
23279889,1,3,0,1,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-5040088390436752465,-6099360178990810170,1,0,2,Phone,-8694058840750967938,9202115137630902397
23200360,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23230636,2,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-4131266100954257875,-1937821200793216602,1,1,1,Phone,228655033422864514,3483127427803103156
23283364,1,1,0,1,I,11e9f553-0a31-4796-80f3-005056a14056,-8880772731085756355,3204850718479119868,1,1,3+,Phone,228655033422864514,5966972650849553271
23173416,1,1,1,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,-7458224457533427235
23168386,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,-7458224457533427235
23164640,1,5,2,4,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,1136855637039742019,2267727583871591927,0,0,3+,Chat,-8694058840750967938,6335993667394020540
23207097,5,2,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2931625064068562198,-4872222448778945163,1,0,1,Phone,-8694058840750967938,2586282640294000565
23213107,1,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,4912507690956445946
23532047,2,19,0,1,T,d3614f22-bc83-4417-bd8b-0451613f66a0,3574646475961669192,6990482230739798774,9,5,3+,Phone,-8694058840750967938,-1796941489487319687
23528246,1,15,0,1,I,11e9f553-0a31-4790-80f3-005056a14056,3574646475961669192,6990482230739798774,9,5,3+,Phone,-8694058840750967938,-1796941489487319687
23406426,5,1,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23380851,1,3,5,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-4131266100954257875,-1937821200793216602,1,0,1,Phone,-8694058840750967938,2981531551166757052
23331562,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-5512114712061108723,6990482230739798774,0,0,1,Phone,228655033422864514,-6237324364549311616
23259616,5,2,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,4,4,1,Phone,-5433978023225876675,-7458224457533427235
23217031,5,,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,3,2,1,Phone,-5433978023225876675,-7458224457533427235
23217249,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,1,1,Phone,-5433978023225876675,-7458224457533427235
23201468,5,1,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-5908651578543612536
23438214,5,1,1,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,-7458224457533427235
23470450,4,4,1,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,2,1,1,Phone,-8694058840750967938,-8815731896198113125
23460255,5,3,1,0,I,11e9f553-0a31-47ab-80f3-005056a14056,6989169297197977926,2267727583871591927,2,1,2,Phone,-8694058840750967938,-8815731896198113125
23164179,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,1405156459160752503,2678545846011465621,0,0,,Phone,228655033422864514,7786277463430045952
23436567,1,,4,1,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-3083834624114117638,-4872222448778945163,2,2,1,Chat,-8694058840750967938,-5651236339744557112
23156133,1,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,6989169297197977926,2267727583871591927,4,4,,Phone,-8694058840750967938,-3074584528939315226
23539544,5,1,0,0,T,d3614f22-bc83-4417-bd8b-0451613f66a0,3574646475961669192,6990482230739798774,0,0,1,Phone,-8694058840750967938,-6871063632354988673
23363877,1,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23301844,5,1,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,0,1,Phone,-3245924413532258006,3065961638954851948
23323251,1,1,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-8880772731085756355,3204850718479119868,0,0,3+,Phone,-8694058840750967938,-1089413708520399588
23250889,5,,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,1,Phone,-8694058840750967938,-7145756786640349196
23270259,5,,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,6792275315390540156,3204850718479119868,0,0,1,Phone,-8694058840750967938,-7145756786640349196
23223377,4,8,1,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,3,,Phone,-5433978023225876675,441542440223867698
23164375,1,1,0,1,I,11e9f553-0a31-4793-80f3-005056a14056,-9151552066848781093,-4872222448778945163,2,2,3+,Phone,-8694058840750967938,-7145756786640349196
23205349,3,2,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,441542440223867698
23202001,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,1,1,Phone,-5433978023225876675,-7458224457533427235
23209636,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,1,Phone,-5433978023225876675,-7458224457533427235
23181980,5,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-4131266100954257875,-1937821200793216602,1,1,1,Phone,228655033422864514,-5802653938964301500
23168513,5,,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Chat,-5433978023225876675,-7458224457533427235
23227538,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,3,0,1,Phone,-3245924413532258006,-1990897056657998871
23227790,4,3,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,2,Phone,-5433978023225876675,-7458224457533427235
23409425,5,1,1,1,E,11eb1876-9210-7a7f-80fc-005056a1411d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23226221,1,2,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,6989169297197977926,2267727583871591927,0,0,2,Phone,-5433978023225876675,6325663058523113939
23277528,1,2,5,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,3,3,3+,Phone,228655033422864514,-456010531452048537
23234039,1,0,3,0,I,11e9f553-0a31-4793-80f3-005056a14056,-2705609046730966057,6990482230739798774,2,2,3+,Phone,228655033422864514,-456010531452048537
23244409,5,1,0,2,I,11e9f553-0a31-4796-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,2,Phone,-8694058840750967938,-178617490057801109
23227100,1,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,,Phone,-8694058840750967938,-7216389518300947699
23228433,5,,0,4,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23289525,5,7,0,8,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,7,5,1,Phone,-5433978023225876675,-7458224457533427235
23298049,5,8,0,8,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,8,5,1,Phone,-5433978023225876675,-7458224457533427235
23226262,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,-3823000749834183152
23227397,1,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23283024,2,,2,3,I,,4844790688836884364,6990482230739798774,4,4,3+,Chat,-8694058840750967938,6260370108219779077
23227395,1,1,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-1641139134593359272,2678545846011465621,0,0,1,Phone,228655033422864514,-7608515914883582935
23227321,5,4,0,0,I,11e9f553-0a31-47a7-80f3-005056a14056,-314259171083449285,6990482230739798774,1,1,2,Phone,-8694058840750967938,-178617490057801109
23229414,5,6,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23230244,2,1,2,2,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-3083834624114117638,-4872222448778945163,2,1,3+,Phone,-8694058840750967938,-1385184135612544017
23231124,5,4,1,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23228465,2,1,1,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,2,1,,Chat,-5433978023225876675,-7458224457533427235
23205712,1,4,0,5,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,1,1,3+,Phone,228655033422864514,6225424350154202261
23224456,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23235836,5,3,1,3,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23222438,4,1,1,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,,Phone,-8694058840750967938,-5995874658412880919
23225075,5,7,1,1,I,,6792778783560384928,-1937821200793216602,3,1,1,Phone,-8694058840750967938,-8232446701329069243
23210792,5,8,0,3,I,11e9f553-0a31-4790-80f3-005056a14056,-9151552066848781093,-4872222448778945163,3,3,1,Phone,228655033422864514,847175370777489387
23222235,1,7,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,13,6,2,Phone,-5433978023225876675,-7458224457533427235
23254542,1,9,1,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,13,6,1,Phone,-5433978023225876675,-7458224457533427235
23227569,2,2,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-110139703306373720,-1937821200793216602,0,0,3+,Phone,228655033422864514,955349042937522479
23227154,1,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23226143,5,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23228713,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,441542440223867698
23227683,4,5,1,4,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,-6871063632354988673
23227579,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23229271,4,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,6,2,2,Phone,-5433978023225876675,-7458224457533427235
23226369,5,,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Chat,-5433978023225876675,-7458224457533427235
23233659,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,0,1,Phone,228655033422864514,1021867134501907901
23193470,5,7,3,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-6085352391636391623,6125325339545325565,1,2,2,Phone,228655033422864514,5369493003571260096
23219274,1,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,3,1,3+,Phone,-8694058840750967938,5433279073858814178
23233848,1,1,2,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,1,1,Phone,-5433978023225876675,-7458224457533427235
23231137,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23225604,5,4,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,2,2,,Phone,-5433978023225876675,-7458224457533427235
23332858,5,5,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,2,2,1,Phone,-5433978023225876675,-7458224457533427235
23224603,1,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23222618,1,,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,-8232446701329069243
23228659,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23228376,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,1,Phone,-5433978023225876675,-7458224457533427235
23222973,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23299214,5,,1,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-4131266100954257875,-1937821200793216602,1,1,1,Phone,-8694058840750967938,3634726612408121232
23229562,2,6,0,0,I,11e9f553-0a31-4790-80f3-005056a14056,-8880772731085756355,3204850718479119868,0,0,,Phone,-8694058840750967938,-178617490057801109
23223355,5,6,0,6,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,6,4,1,Phone,228655033422864514,7668034574028930617
23230696,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,2,Phone,228655033422864514,-7798612813422187687
23187335,2,6,0,1,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,17,10,1,Phone,-8694058840750967938,-6511700387894251408
23261727,1,1,3,1,I,11e9f553-0a31-4797-80f3-005056a14056,-5014066169661604732,6990482230739798774,1,0,3+,Phone,-8694058840750967938,8209488789803475266
23229030,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,-7458224457533427235
23238574,5,,0,6,I,11e9f553-0a31-4790-80f3-005056a14056,-1641139134593359272,2678545846011465621,0,0,,Phone,-8694058840750967938,1405156398284782835
23226086,1,9,0,2,E,11eb1876-9210-7a7f-80fc-005056a1411d,-110139703306373720,-1937821200793216602,4,1,2,Phone,228655033422864514,-2838463950227249459
23212025,2,1,0,1,I,11e9f553-0a31-4796-80f3-005056a14056,5842630469080814340,-4872222448778945163,0,0,2,Phone,-8694058840750967938,-1232325017302285140
23226567,1,1,1,2,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,0,1,3+,Phone,-8694058840750967938,6335993667394020540
23181181,5,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-110139703306373720,-1937821200793216602,1,0,1,Chat,-8694058840750967938,-1232325017302285140
23162149,5,1,0,1,E,11eb1876-9210-7a7f-80fc-005056a1411d,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,-7458224457533427235
23221936,2,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,8732907382459000006
23185935,5,0,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-9103054871489236493,6990482230739798774,0,0,1,Phone,-8694058840750967938,-7467715726816686775
23199445,2,4,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,3,1,1,Phone,-8694058840750967938,-2351269557732164419
23224955,1,15,39,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,8,4,3+,Phone,-8694058840750967938,4955647158114171085
23187230,1,1,2,3,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,228655033422864514,665031179345229076
23191723,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,1136855637039742019,2267727583871591927,0,0,1,Phone,-8694058840750967938,-8821544313665378092
23176904,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23171431,5,,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,6989169297197977926,2267727583871591927,0,0,1,Phone,-8694058840750967938,-5651236339744557112
23161314,1,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-5433978023225876675,-7458224457533427235
23227781,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,228655033422864514,-3418805212413383254
23222218,4,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23193040,1,1,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,2,Phone,-5433978023225876675,-7458224457533427235
23245463,4,8,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-8880772731085756355,3204850718479119868,6,4,3+,Phone,-8694058840750967938,-6871063632354988673
23190338,5,1,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,2104854085032381832,2267727583871591927,0,0,2,Phone,228655033422864514,-2838463950227249459
23176154,1,2,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,2,Phone,-5433978023225876675,6325663058523113939
23161181,1,0,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,2,Chat,-5433978023225876675,-7458224457533427235
23205047,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23201996,1,7,0,1,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,10,6,3+,Phone,-5433978023225876675,-7458224457533427235
23199651,5,,1,3,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,1,Phone,228655033422864514,-3418805212413383254
23190538,5,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23175970,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23200456,5,0,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,1,Chat,-5433978023225876675,-7458224457533427235
23188327,4,1,0,2,I,11e9f553-0a31-47ab-80f3-005056a14056,6139426421345633493,-4872222448778945163,1,0,,Phone,-8694058840750967938,-1232325017302285140
23181221,5,1,1,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-8880772731085756355,3204850718479119868,1,0,3+,Phone,228655033422864514,-894731213125114751
23289086,5,,2,3,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,5,0,,Phone,-5433978023225876675,-7458224457533427235
23222829,5,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Chat,-5433978023225876675,-7458224457533427235
23218122,1,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,3+,Phone,-8694058840750967938,3143591003976621299
23215346,5,2,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,1,1,Phone,-5433978023225876675,-7458224457533427235
23191014,5,1,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,6989169297197977926,2267727583871591927,0,0,2,Phone,-8694058840750967938,-4318607648459342986
23372402,4,1,0,2,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,-2705609046730966057,6990482230739798774,4,2,3+,Phone,-8694058840750967938,-3565352150499534803
23189414,5,2,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,6325663058523113939
23186375,5,,2,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,0,0,1,Chat,-5433978023225876675,-7458224457533427235
23211145,1,2,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-110139703306373720,-1937821200793216602,2,1,2,Phone,-8694058840750967938,6827017127530963663
23186920,2,1,0,0,I,11e9f553-0a31-4796-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,,Phone,-8694058840750967938,-5644785404953799233
23429296,4,4,4,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,2,2,2,Phone,-5433978023225876675,-7458224457533427235
23168520,1,1,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,0,0,,Phone,-5433978023225876675,-7458224457533427235
23160156,5,3,0,0,I,11e9f553-0a31-47ab-80f3-005056a14056,-2788935051357887738,2267727583871591927,2,0,2,Phone,-5433978023225876675,-7458224457533427235
23150335,4,1,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-2788935051357887738,2267727583871591927,0,0,1,Phone,-5433978023225876675,-7458224457533427235
23155256,5,3,0,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-3376263856159163434,6990482230739798774,1,1,1,Phone,-8694058840750967938,3099542077495797078
23185941,4,1,0,1,I,11e9f553-0a31-4796-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,0,1,Phone,-8694058840750967938,-7837250489750283764
23270673,2,3,1,0,E,11eb1876-9210-7a7f-80fc-005056a1411d,-8880772731085756355,3204850718479119868,1,1,2,Phone,-8694058840750967938,-7837250489750283764
23150050,,1,0,3,I,11e9f553-0a31-4796-80f3-005056a14056,-110139703306373720,-1937821200793216602,0,0,,Phone,-8694058840750967938,5804656968439133669
23176997,5,1,0,9,I,11e9f553-0a31-4790-80f3-005056a14056,-1641139134593359272,2678545846011465621,4,1,1,Phone,-8694058840750967938,-7216389518300947699
23149073,,3,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,1,0,,Phone,-8694058840750967938,4851702420716631294
23330816,1,,3,2,I,11e9f553-0a31-4796-80f3-005056a14056,-8880772731085756355,3204850718479119868,1,0,3+,Chat,-8694058840750967938,-662418394241075475
23160492,1,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,1405156459160752503,2678545846011465621,0,0,3+,Phone,-8694058840750967938,6827017127530963663
23150094,,,0,1,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,2,2,,Phone,-5433978023225876675,-7458224457533427235
23281473,4,1,0,0,E,d67f9ebf-b9b7-49c4-9789-2e6eee885966,4844790688836884364,6990482230739798774,0,0,3+,Phone,-8694058840750967938,3995519468685891077
23188452,2,1,0,1,I,11e9f553-0a31-4796-80f3-005056a14056,-4131266100954257875,-1937821200793216602,0,0,1,Phone,-8694058840750967938,1473903790549253615
23226639,2,,0,0,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,6989169297197977926,2267727583871591927,0,0,2,Phone,-8694058840750967938,-4318607648459342986
23149502,,2,1,0,I,11e9f553-0a31-4790-80f3-005056a14056,8691344396572043776,2678545846011465621,1,0,,Phone,228655033422864514,-7196398508039338548
23153529,4,3,0,5,E,bb2741fd-bac0-4579-9858-5a1a99da1d5d,-2788935051357887738,2267727583871591927,1,0,3+,Phone,-5433978023225876675,-7458224457533427235
23256642,2,15,0,0,I,f5ec2e78-a404-4981-bb70-4fe8dbe3c5b7,-5014066169661604732,6990482230739798774,8,4,3+,Phone,-8694058840750967938,-6871063632354988673
